533457.06 152576.93 7.54 12.40 215.00
533208.31 152623.79 9.07 16.20 159.75
533085.40 153103.16 7.16 13.00 86.00
532942.53 152235.45 5.36 8.80 61.75
533396.31 152440.16 9.67 16.30 40.75
533449.96 152314.68 7.89 12.20 188.50
532781.72 152474.59 16.00 21.90 22.00
532879.56 152277.75 14.03 17.80 38.00
533086.06 153048.75 12.81 19.50 174.25
532733.20 152259.21 6.76 20.80 20.50
533467.23 152343.88 3.59 4.80 54.00
533054.93 152426.11 5.76 10.70 90.75
533346.28 152281.81 4.33 6.30 43.00
532984.05 152145.68 5.53 7.90 16.75
533142.69 152625.07 11.77 15.00 45.75
533378.39 152371.68 10.41 27.10 33.75
533360.06 152704.53 21.19 24.40 189.00
532997.20 152640.67 6.95 24.70 41.75
533470.82 152407.78 6.36 11.90 103.00
532954.50 152884.62 10.11 14.70 176.50
532999.86 152973.69 4.68 8.00 83.25
532718.75 152229.13 5.80 18.60 45.25
533361.86 152610.63 6.56 12.50 104.25
533080.15 152566.24 7.03 19.90 45.00
533072.48 152151.43 3.90 5.50 37.50
533158.79 153009.45 7.68 12.60 65.50
533469.96 152379.25 5.45 9.80 161.00
532865.15 152690.17 6.73 11.10 161.25
533266.93 152696.33 10.45 18.90 206.25
533358.47 152344.81 8.32 13.60 173.50
532991.08 152896.29 4.12 6.10 17.75
533209.54 152674.55 7.34 9.50 41.75
532608.87 152031.51 10.42 16.50 177.00
532901.04 152183.91 12.37 15.80 15.50
533057.40 152527.72 8.27 16.30 13.25
533269.84 152352.40 4.15 5.20 11.75
533035.80 152565.05 5.65 16.00 33.50
532948.86 152337.51 9.60 17.20 42.00
532810.94 152336.49 8.06 12.20 121.50
532685.37 152001.02 16.19 19.10 187.50
533429.97 152423.21 6.32 12.30 191.75
533034.56 152316.91 4.20 5.30 19.00
